ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,General Households,Percentage of Households comprising-1 person,Percentage of Households comprising-2 persons,Percentage of Households comprising-3 persons,Percentage of Households comprising-4 persons,Percentage of Households comprising-5 persons,Percentage of Households comprising-6 persons,Percentage of Households comprising-7 persons,Percentage of Households comprising-8+ persons,Average size of Household,check_var
15,74.0,11.0,XXX,XX,XX,Bagoan Union Total,3784,1.7,7.0,14.3,23.1,19.1,12.3,8.2,14.3,5.1,00111
15,74.0,12.0,XXX,XX,XX,Binajuri Union Total,2001,4.8,11.3,16.4,24.1,17.8,10.0,5.7,9.7,4.6,00111
15,74.0,18.0,XXX,XX,XX,Chikdair Union Total,2703,2.7,7.5,16.0,21.8,19.0,12.7,8.4,11.8,5.0,00111
15,74.0,25.0,XXX,XX,XX,Dabua Union Total,4423,3.6,9.8,18.0,24.3,18.5,11.5,5.4,8.9,4.6,00111
15,74.0,31.0,XXX,XX,XX,Purba Guzara Union Total,4762,3.0,9.0,18.6,24.0,18.8,10.3,6.2,10.1,4.7,00111
15,74.0,37.0,XXX,XX,XX,Gahira Union Total,1832,2.3,6.8,13.5,20.5,19.9,14.2,8.6,14.1,5.2,00111
15,74.0,44.0,XXX,XX,XX,Haladia Union Total,4443,2.3,8.4,17.1,22.6,19.9,12.6,7.2,9.8,4.8,00111
15,74.0,50.0,XXX,XX,XX,Kadalpur Union Total,3643,2.3,6.9,16.9,22.8,17.9,12.4,8.4,12.5,5.0,00111
15,74.0,56.0,XXX,XX,XX,Noajispur Union Total,2237,2.8,6.4,15.0,18.6,19.0,14.3,9.0,14.9,5.2,00111
15,74.0,63.0,XXX,XX,XX,Noa Para Union Total,6166,1.0,5.2,14.7,21.1,20.7,13.5,8.3,15.5,5.3,00111
15,74.0,69.0,XXX,XX,XX,Pahartali Union Total,4470,2.7,8.3,18.2,24.9,19.1,11.0,6.2,9.8,4.7,00111
15,74.0,75.0,XXX,XX,XX,Raozan Union Total,4064,2.2,6.5,14.2,23.0,19.9,13.4,7.8,13.1,5.2,00111
15,74.0,88.0,XXX,XX,XX,Urkirchar Union Total,3724,0.3,4.1,10.7,19.2,18.5,14.5,9.3,23.3,5.9,00111
15,74.0,94.0,XXX,XX,XX,Paschim Guzara Union Total,3405,2.4,7.5,16.4,22.1,18.9,12.9,7.0,12.8,5.0,00111
15,78.0,XX.0,XXX,XX,XX,Sandwip Upazila Total,56473,2.6,8.8,15.7,20.8,19.0,13.8,8.0,11.4,4.9,00111
15,78.0,1.0,XXX,XX,XX,Ward No-01 Total,91,4.4,15.4,20.9,23.1,19.8,6.6,7.7,2.2,4.0,00111
15,78.0,2.0,XXX,XX,XX,Ward No-02 Total,393,4.3,14.8,22.6,17.6,18.3,12.2,6.4,3.8,4.1,00111
15,78.0,3.0,XXX,XX,XX,Ward No-03 Total,968,4.3,12.0,18.5,22.0,17.1,12.5,6.4,7.1,4.4,00111
15,78.0,4.0,XXX,XX,XX,Ward No-04 Total,1206,3.0,7.4,12.9,20.2,17.8,16.4,8.7,13.5,5.2,00111
15,78.0,5.0,XXX,XX,XX,Ward No-05 Total,982,3.5,5.9,15.6,18.2,20.0,15.5,9.3,12.1,5.1,00111
15,78.0,6.0,XXX,XX,XX,Ward No-06 Total,1021,2.8,7.3,14.0,20.0,19.1,14.6,8.6,13.5,5.1,00111
15,78.0,7.0,XXX,XX,XX,Ward No-07 Total,826,1.8,6.8,15.4,20.6,19.7,15.3,7.9,12.6,5.1,00111
15,78.0,8.0,XXX,XX,XX,Ward No-08 Total,1558,1.5,5.6,15.5,21.7,20.8,13.5,8.2,13.2,5.2,00111
15,78.0,9.0,XXX,XX,XX,Ward No-09 Total,1181,1.0,4.6,13.4,21.2,20.3,16.3,9.9,13.4,5.3,00111
15,78.0,11.0,XXX,XX,XX,Amanullah Union Total,1145,2.9,12.5,21.2,24.2,19.4,9.7,5.5,4.6,4.2,00111
15,78.0,13.0,XXX,XX,XX,Azimpur Union Total,481,4.8,9.4,14.8,22.0,19.8,12.5,7.7,9.1,4.7,00111
15,78.0,20.0,XXX,XX,XX,Bauria Union Total,4230,2.2,8.3,15.2,21.8,20.1,14.4,7.2,10.9,4.9,00111
15,78.0,25.0,XXX,XX,XX,Digghapar Union Total,328,2.4,5.5,11.3,22.0,17.1,15.2,11.3,15.2,5.2,00111
15,78.0,30.0,XXX,XX,XX,Gachhua Union Total,3406,2.3,7.6,14.6,19.3,19.9,14.2,9.2,12.9,5.1,00111
15,78.0,35.0,XXX,XX,XX,Haramia Union Total,3124,2.0,5.4,13.4,21.1,19.2,15.3,8.7,14.8,5.3,00111
15,78.0,40.0,XXX,XX,XX,Harispur Union Total,949,4.1,13.8,22.3,22.9,18.4,9.6,5.1,3.8,4.1,00111
15,78.0,55.0,XXX,XX,XX,Kalapania Union Total,3244,2.1,7.0,13.3,19.1,21.1,15.8,8.8,12.7,5.1,00111
15,78.0,65.0,XXX,XX,XX,Magdhara Union Total,9235,3.8,15.3,22.1,21.9,16.9,10.5,5.3,4.1,4.1,00111
15,78.0,70.0,XXX,XX,XX,Maitbhanga Union Total,4096,2.9,7.5,14.3,21.2,19.2,13.5,8.3,13.1,5.1,00111
15,78.0,75.0,XXX,XX,XX,Musapur Union Total,7557,2.5,8.0,13.8,21.6,19.0,14.2,8.6,12.3,5.0,00111
15,78.0,85.0,XXX,XX,XX,Rahmatpur Union Total,1505,1.6,6.2,13.0,20.0,19.6,15.4,9.0,15.3,5.3,00111
15,78.0,90.0,XXX,XX,XX,Santoshpur Union Total,2344,2.0,6.4,12.9,19.2,20.5,15.2,9.9,14.0,5.2,00111
15,78.0,92.0,XXX,XX,XX,Sarikait Union Total,4610,2.1,7.0,13.4,18.9,19.3,15.0,9.2,15.1,5.3,00111
15,78.0,96.0,XXX,XX,XX,Urirchar Union Total,1993,0.6,5.6,12.7,18.5,16.3,16.1,10.8,19.3,5.5,00111
15,82.0,XX.0,XXX,XX,XX,Satkania Upazila Total,70512,2.1,6.2,12.3,18.2,19.4,16.3,10.4,15.1,5.4,00111
15,82.0,1.0,XXX,XX,XX,Ward No-01 Total,1057,3.0,6.4,16.2,19.6,19.9,15.8,7.1,12.0,5.0,00111
15,82.0,2.0,XXX,XX,XX,Ward No-02 Total,1257,2.9,4.9,15.0,19.7,18.1,15.4,9.9,14.1,5.2,00111
15,82.0,3.0,XXX,XX,XX,Ward No-03 Total,813,2.8,6.5,15.1,20.4,19.4,14.4,9.7,11.6,5.1,00111
15,82.0,4.0,XXX,XX,XX,Ward No-04 Total,711,1.5,6.9,12.8,18.3,18.7,15.3,10.3,16.2,5.3,00111
15,82.0,5.0,XXX,XX,XX,Ward No-05 Total,645,3.7,10.1,14.3,18.9,19.7,13.3,8.4,11.6,5.0,00111
15,82.0,6.0,XXX,XX,XX,Ward No-06 Total,833,3.6,7.0,11.6,19.2,19.0,14.9,9.7,15.0,5.3,00111
15,82.0,7.0,XXX,XX,XX,Ward No-07 Total,1063,2.5,6.3,12.5,19.8,19.8,15.5,9.1,14.4,5.3,00111
15,82.0,8.0,XXX,XX,XX,Ward No-08 Total,881,4.4,8.9,12.1,21.1,17.0,13.7,8.1,14.6,5.1,00111
15,82.0,9.0,XXX,XX,XX,Ward No-09 Total,1207,1.9,7.0,10.5,16.9,17.6,18.7,11.3,16.1,5.5,00111
15,82.0,12.0,XXX,XX,XX,Amilais Union Total,1913,2.1,5.4,10.6,18.7,20.6,16.4,11.0,15.3,5.5,00111
15,82.0,14.0,XXX,XX,XX,Eochia Union Total,4254,1.3,5.5,11.6,17.7,19.4,18.0,10.5,16.1,5.5,00111
15,82.0,21.0,XXX,XX,XX,Bazalia Union Total,3487,2.1,6.7,14.3,21.0,19.1,15.9,9.9,11.0,5.1,00111
15,82.0,29.0,XXX,XX,XX,Charati Union Total,5250,1.5,5.0,10.4,16.3,18.8,17.1,12.2,18.7,5.7,00111
15,82.0,36.0,XXX,XX,XX,Dhemsa Union Total,2796,2.0,7.0,12.4,18.6,17.1,15.0,11.8,16.0,5.5,00111
15,82.0,40.0,XXX,XX,XX,Dharmapur Union Total,2353,3.2,8.9,15.4,21.6,21.1,12.7,7.9,9.3,4.7,00111
15,82.0,47.0,XXX,XX,XX,Kaliais Union Total,3650,1.5,4.7,11.3,17.2,20.3,18.2,10.8,16.1,5.5,00111
15,82.0,51.0,XXX,XX,XX,Kanchana Union Total,4090,2.6,7.2,14.0,18.0,20.3,14.7,9.0,14.3,5.2,00111
15,82.0,54.0,XXX,XX,XX,Keochia Union Total,4310,2.0,5.7,12.9,17.4,19.4,16.0,10.1,16.6,5.5,00111
15,82.0,58.0,XXX,XX,XX,Khagaria Union Total,4902,1.8,5.8,10.8,17.4,20.0,16.8,11.4,16.0,5.5,00111
15,82.0,65.0,XXX,XX,XX,Madarsa Union Total,2368,2.4,6.4,11.7,18.3,18.2,16.8,12.0,14.2,5.3,00111
15,82.0,69.0,XXX,XX,XX,Nalua Union Total,3218,2.0,6.2,11.3,18.0,18.1,16.2,10.8,17.2,5.5,00111
15,82.0,76.0,XXX,XX,XX,Puranagar Union Total,3553,2.5,7.4,13.9,20.3,20.2,16.5,8.2,10.9,5.0,00111
15,82.0,83.0,XXX,XX,XX,Sadaha Union Total,5374,0.9,4.6,10.3,16.6,19.6,17.7,12.6,17.7,5.7,00111
15,82.0,87.0,XXX,XX,XX,Satkania Union Total,4851,2.8,7.1,13.4,18.8,19.7,16.1,9.0,13.1,5.1,00111
15,82.0,91.0,XXX,XX,XX,Sonakania Union Total,4407,1.7,6.9,13.5,18.3,19.9,15.6,9.9,14.2,5.3,00111
15,82.0,94.0,XXX,XX,XX,Paschim Dhemsa Union Total,1269,1.7,3.8,7.3,13.7,20.4,16.8,13.5,22.9,6.1,00111
15,86.0,XX.0,XXX,XX,XX,Sitakunda Upazila Total,75991,2.4,6.8,15.4,22.5,20.6,13.7,7.5,10.9,5.0,00111
15,86.0,1.0,XXX,XX,XX,Ward No-01 Total,774,1.4,5.4,12.3,19.0,22.2,16.4,10.2,13.0,5.3,00111
15,86.0,2.0,XXX,XX,XX,Ward No-02 Total,1134,2.4,7.3,17.3,25.0,20.9,10.4,6.8,10.0,4.8,00111
15,86.0,3.0,XXX,XX,XX,Ward No-03 Total,1114,3.5,8.6,16.5,24.1,19.3,11.0,6.5,10.4,4.8,00111
15,86.0,4.0,XXX,XX,XX,Ward No-04 Total,1149,2.3,6.2,18.3,23.9,19.1,12.4,6.2,11.5,4.9,00111
15,86.0,5.0,XXX,XX,XX,Ward No-05 Total,1087,1.7,6.1,16.4,25.2,18.0,14.4,7.2,11.0,4.9,00111
15,86.0,6.0,XXX,XX,XX,Ward No-06 Total,823,3.0,8.3,17.0,23.1,20.8,11.9,5.5,10.4,4.8,00111
15,86.0,7.0,XXX,XX,XX,Ward No-07 Total,1290,2.7,7.1,17.0,22.5,19.5,12.5,7.7,11.2,4.9,00111
15,86.0,8.0,XXX,XX,XX,Ward No-08 Total,709,3.7,5.4,12.4,22.3,20.0,14.0,8.3,14.0,5.2,00111
15,86.0,9.0,XXX,XX,XX,Ward No-09 Total,582,1.7,5.0,10.1,25.3,23.4,13.6,7.6,13.4,5.3,00111
15,86.0,16.0,XXX,XX,XX,Banshbaria Union Total,4495,4.6,6.1,14.1,21.4,22.1,14.7,8.0,9.0,4.8,00111
15,86.0,19.0,XXX,XX,XX,Barabkunda Union Total,7129,6.3,7.1,14.7,23.4,19.9,13.0,6.7,8.9,4.7,00111
15,86.0,28.0,XXX,XX,XX,Bariadyala Union Total,5663,1.3,5.6,14.2,23.6,22.6,14.1,8.1,10.6,5.0,00111
15,86.0,38.0,XXX,XX,XX,Bhatiari Union Total,10557,1.0,6.9,17.1,22.5,20.0,14.0,7.5,11.0,5.0,00111
15,86.0,47.0,XXX,XX,XX,Kumira Union Total,7505,2.1,6.7,15.2,22.7,20.6,14.1,7.4,11.2,5.0,00111
15,86.0,57.0,XXX,XX,XX,Muradpur Union Total,5820,2.0,6.3,14.0,21.9,22.1,14.3,7.9,11.4,5.1,00111
15,86.0,66.0,XXX,XX,XX,Salimpur Union Total,10854,2.9,7.7,16.2,22.1,20.5,12.8,6.5,11.3,4.9,00111
15,86.0,85.0,XXX,XX,XX,Sonaichhari Union Total,8705,1.5,6.6,14.6,20.7,19.6,14.9,8.5,13.8,5.2,00111
15,86.0,95.0,XXX,XX,XX,Saidpur Union Total,6354,1.5,7.2,15.9,23.6,21.0,14.0,7.8,9.0,4.8,00111
15,86.0,98.0,XXX,XX,XX,Bhatiari Cantonment Area Total,247,0.4,8.5,33.2,36.4,14.2,3.6,0.8,2.8,3.9,00111
84,XX.0,XX.0,XXX,XX,XX,Rangamati Zila Total,126414,2.9,8.9,18.0,24.1,19.4,12.6,7.0,7.1,4.6,00111
84,7.0,XX.0,XXX,XX,XX,Baghaichhari Upazila Total,20032,1.4,7.6,16.5,24.4,20.5,14.0,7.8,7.9,4.7,00111
84,7.0,1.0,XXX,XX,XX,Ward No-01 Total,253,2.8,5.1,13.8,19.8,22.5,12.6,5.1,18.2,5.5,00111
84,7.0,2.0,XXX,XX,XX,Ward No-02 Total,486,2.5,7.6,14.8,26.1,20.2,13.0,9.1,6.8,4.7,00111
84,7.0,3.0,XXX,XX,XX,Ward No-03 Total,210,2.4,10.0,22.4,19.0,16.7,12.4,6.2,11.0,4.6,00111
84,7.0,4.0,XXX,XX,XX,Ward No-04 Total,335,4.8,9.3,15.2,25.4,19.1,10.1,5.7,10.4,4.7,00111
84,7.0,5.0,XXX,XX,XX,Ward No-05 Total,338,3.8,10.1,19.5,29.6,17.5,10.7,3.6,5.3,4.2,00111
84,7.0,6.0,XXX,XX,XX,Ward No-06 Total,402,1.5,6.5,13.7,23.6,18.2,15.4,8.2,12.9,5.1,00111
84,7.0,7.0,XXX,XX,XX,Ward No-07 Total,201,0.0,3.0,10.0,24.9,22.9,16.9,9.0,13.4,5.4,00111
84,7.0,8.0,XXX,XX,XX,Ward No-08 Total,210,2.4,16.7,22.4,28.1,17.1,4.8,5.2,3.3,4.0,00111
84,7.0,9.0,XXX,XX,XX,Ward No-09 Total,319,0.9,3.1,13.5,28.5,23.8,15.0,9.7,5.3,4.9,00111
84,7.0,10.0,XXX,XX,XX,Amtali Union Total,997,0.7,11.5,19.3,19.1,16.2,14.7,8.6,9.8,4.8,00111
84,7.0,11.0,XXX,XX,XX,Baghai Chhari Union Total,2184,1.1,7.4,17.8,24.9,20.1,13.6,7.4,7.8,4.7,00111
84,7.0,23.0,XXX,XX,XX,Bangaltali Union Total,2337,2.0,6.5,16.7,26.4,21.7,13.2,7.2,6.2,4.6,00111
84,7.0,35.0,XXX,XX,XX,Sarboatali Union Total,2127,0.3,5.5,15.9,28.2,20.5,15.5,8.0,6.2,4.8,00111
84,7.0,47.0,XXX,XX,XX,Kedarmara Union Total,2113,1.7,7.8,16.2,26.5,20.9,13.5,7.1,6.3,4.6,00111
84,7.0,59.0,XXX,XX,XX,Marishya Union Total,1079,1.8,8.6,19.1,26.3,22.2,11.8,5.8,4.4,4.4,00111
84,7.0,71.0,XXX,XX,XX,Rupakari Union Total,1056,1.5,10.9,19.8,25.9,21.2,12.4,4.3,4.1,4.3,00111
84,7.0,83.0,XXX,XX,XX,Sajek Union Total,5385,1.0,7.1,14.8,20.6,20.8,15.5,9.6,10.5,5.0,00111
84,21.0,XX.0,XXX,XX,XX,Barkal Upazila Total,9222,1.1,6.2,16.0,22.4,20.2,14.7,9.0,10.3,5.0,00111
84,21.0,15.0,XXX,XX,XX,Aima Chhara Union Total,1610,0.3,4.8,16.3,22.8,21.0,16.9,10.2,7.7,5.0,00111
84,21.0,31.0,XXX,XX,XX,Bara Harina Union Total,954,0.1,4.0,16.5,19.8,21.5,15.9,9.9,12.4,5.2,00111
84,21.0,47.0,XXX,XX,XX,Barkal Union Total,1229,2.8,9.0,13.6,21.4,19.6,12.4,8.9,12.4,5.0,00111
84,21.0,63.0,XXX,XX,XX,Bhushan Chhara Union Total,2996,0.9,6.0,15.6,20.6,19.9,15.3,9.3,12.5,5.1,00111
84,21.0,79.0,XXX,XX,XX,Shublong Union Total,2433,1.4,6.9,17.6,26.1,19.9,13.1,7.6,7.6,4.7,00111
84,25.0,XX.0,XXX,XX,XX,Kawkhali Upazila Total,12738,4.0,8.5,16.6,24.1,20.3,12.8,7.0,6.9,4.6,00111
84,25.0,19.0,XXX,XX,XX,Betbunia Union Total,3637,5.3,9.2,17.0,23.3,20.5,12.3,5.9,6.6,4.5,00111
84,25.0,38.0,XXX,XX,XX,Fatik Chhari Union Total,1158,2.6,7.9,13.0,27.1,21.3,13.3,7.5,7.3,4.7,00111
84,25.0,57.0,XXX,XX,XX,Ghagra Union Total,4867,3.3,7.6,16.9,25.1,20.3,13.5,6.9,6.4,4.6,00111
84,25.0,76.0,XXX,XX,XX,Kalampati Union Total,3076,4.1,9.1,16.8,22.4,19.7,11.9,8.1,7.8,4.6,00111
84,29.0,XX.0,XXX,XX,XX,Belai Chhari Upazila Total,5866,1.8,8.0,18.4,24.2,18.4,13.6,7.6,7.8,4.7,00111
84,29.0,23.0,XXX,XX,XX,Belai Chhari Union Total,1687,2.7,8.2,17.6,24.7,19.3,12.7,7.2,7.7,4.6,00111
84,29.0,47.0,XXX,XX,XX,Farua Union Total,2867,1.4,6.7,17.4,23.6,18.3,14.9,8.6,9.0,4.8,00111
84,29.0,71.0,XXX,XX,XX,Kangara Chhari Union Total,1312,1.7,10.7,21.7,25.0,17.6,11.8,6.0,5.4,4.4,00111
84,36.0,XX.0,XXX,XX,XX,Kaptai  Upazila Total,13266,6.3,10.1,17.7,24.4,18.4,11.1,6.1,6.0,4.3,00111
84,36.0,19.0,XXX,XX,XX,Chandraghona Union Total,2790,14.0,9.4,13.7,20.3,18.0,11.6,6.8,6.3,4.2,00111
84,36.0,38.0,XXX,XX,XX,Chitmaram Union Total,1228,4.7,12.3,21.3,23.9,17.0,11.4,4.6,4.8,4.2,00111
84,36.0,57.0,XXX,XX,XX,Kaptai Union Total,3357,4.5,8.5,16.7,24.1,19.9,11.9,6.9,7.6,4.5,00111
84,36.0,76.0,XXX,XX,XX,Raikhali Union Total,3915,4.4,11.7,19.5,26.9,18.1,9.2,5.3,4.8,4.2,00111
84,36.0,86.0,XXX,XX,XX,Wagga Union Total,1976,3.4,9.0,19.1,25.9,18.1,12.2,6.1,6.2,4.4,00111
84,47.0,XX.0,XXX,XX,XX,Jurai Chhari Upazila Total,6058,2.1,8.2,21.0,26.0,18.9,11.1,7.0,5.7,4.5,00111
84,47.0,19.0,XXX,XX,XX,Banjugi Chhara Union Total,1130,1.0,7.1,20.2,29.1,19.2,11.3,7.0,5.1,4.5,00111
84,47.0,38.0,XXX,XX,XX,Dumdumya Union Total,1479,0.3,6.4,18.2,23.0,19.3,13.3,10.2,9.3,4.9,00111
84,47.0,57.0,XXX,XX,XX,Jurai Chhari Union Total,2028,4.6,7.0,20.6,26.0,18.9,11.4,6.7,4.9,4.4,00111
84,47.0,76.0,XXX,XX,XX,Maidang Union Total,1421,1.4,12.5,25.1,26.7,18.2,8.3,4.0,3.7,4.1,00111
84,58.0,XX.0,XXX,XX,XX,Langadu  Upazila Total,17804,2.9,12.0,18.9,21.2,17.6,13.1,7.4,7.0,4.5,00111
84,58.0,13.0,XXX,XX,XX,Atarak Chara Union Total,2507,1.1,10.5,18.3,23.7,19.4,13.0,7.2,6.7,4.6,00111
84,58.0,27.0,XXX,XX,XX,Bhasanya Adam Union Total,1742,1.8,12.1,20.4,21.8,18.7,11.4,7.9,6.0,4.4,00111
84,58.0,40.0,XXX,XX,XX,Bagachatar Union Total,3049,4.3,14.2,19.5,19.8,16.9,12.9,6.9,5.6,4.3,00111
84,58.0,54.0,XXX,XX,XX,Gulshakhali Union Total,2250,3.4,18.1,21.3,20.1,14.8,12.2,5.9,4.2,4.1,00111
84,58.0,60.0,XXX,XX,XX,Kalapakurjya Union Total,1688,2.7,13.0,19.4,19.9,16.7,13.2,7.6,7.6,4.5,00111
84,58.0,67.0,XXX,XX,XX,Langadu Union Total,3271,2.0,9.3,19.2,23.6,18.5,13.2,7.8,6.5,4.6,00111
84,58.0,81.0,XXX,XX,XX,Mayanimukh Union Total,3297,4.1,9.1,15.9,19.2,17.7,14.5,8.3,11.3,4.8,00111
84,75.0,XX.0,XXX,XX,XX,Naniarchar  Upazila Total,9407,1.8,8.4,17.7,25.1,21.0,13.3,6.7,6.0,4.6,00111
84,75.0,19.0,XXX,XX,XX,Burighat Union Total,2679,1.8,9.2,18.3,25.3,20.4,13.3,6.0,5.7,4.5,00111
84,75.0,38.0,XXX,XX,XX,Ghila Chhari Union Total,1818,0.9,8.4,16.3,24.4,21.3,15.7,7.1,5.9,4.7,00111
84,75.0,57.0,XXX,XX,XX,Naniarchar Union Total,2587,3.3,7.8,17.9,23.3,21.3,12.0,7.7,6.6,4.6,00111
84,75.0,76.0,XXX,XX,XX,Sabekhyong Union Total,2323,0.9,8.0,17.8,27.6,21.1,13.0,5.9,5.7,4.5,00111
84,78.0,XX.0,XXX,XX,XX,Rajasthali  Upazila Total,5833,3.5,11.1,21.2,26.3,18.5,10.0,4.6,4.8,4.2,00111
84,78.0,23.0,XXX,XX,XX,Bangalhalia Union Total,2100,4.0,12.5,22.4,25.8,18.0,8.4,4.0,5.0,4.1,00111
84,78.0,46.0,XXX,XX,XX,Ghila Chhari Union Total,1771,1.7,7.7,18.5,26.0,21.7,11.8,6.4,6.3,4.5,00111
84,78.0,71.0,XXX,XX,XX,Gainda Union Total,1962,4.7,12.7,22.2,27.2,16.2,10.0,3.6,3.3,4.0,00111
84,87.0,XX.0,XXX,XX,XX,Rangamati Sadar Upazila Total,26188,3.2,8.5,18.6,25.2,19.4,11.6,6.4,7.1,4.5,00111
84,87.0,1.0,XXX,XX,XX,Ward No-01 Total,1561,1.8,6.4,15.0,23.7,21.1,12.4,8.0,11.6,5.0,00111
84,87.0,2.0,XXX,XX,XX,Ward No-02 Total,1881,4.1,11.3,17.4,22.6,18.7,11.6,6.2,7.9,4.5,00111
84,87.0,3.0,XXX,XX,XX,Ward No-03 Total,1402,4.4,10.3,23.0,25.7,16.4,8.8,5.5,5.8,4.2,00111
84,87.0,4.0,XXX,XX,XX,Ward No-04 Total,1782,5.8,8.8,18.4,23.7,18.5,11.1,6.5,7.4,4.5,00111
84,87.0,5.0,XXX,XX,XX,Ward No-05 Total,1338,2.9,9.3,19.9,24.4,20.1,11.0,5.5,6.9,4.5,00111
84,87.0,6.0,XXX,XX,XX,Ward No-06 Total,1905,3.3,8.7,17.3,27.4,21.0,9.8,5.9,6.6,4.5,00111
84,87.0,7.0,XXX,XX,XX,Ward No-07 Total,2317,5.1,10.7,19.7,24.9,18.1,11.0,4.7,5.9,4.3,00111
84,87.0,8.0,XXX,XX,XX,Ward No-08 Total,3297,3.6,10.5,20.6,24.2,17.9,10.6,5.8,6.8,4.4,00111
84,87.0,9.0,XXX,XX,XX,Ward No-09 Total,2264,4.2,9.9,20.8,25.8,18.5,10.3,5.2,5.3,4.3,00111
84,87.0,13.0,XXX,XX,XX,Banduk Bhanga Union Total,1636,0.7,4.6,15.0,24.2,20.0,13.8,10.0,11.7,5.1,00111
84,87.0,27.0,XXX,XX,XX,Balukhali Union Total,1748,1.0,6.0,17.5,26.6,20.5,14.0,7.3,7.0,4.7,00111
84,87.0,40.0,XXX,XX,XX,Jibtali Union Total,801,1.2,4.2,14.5,28.1,22.7,13.7,7.9,7.6,4.8,00111
84,87.0,54.0,XXX,XX,XX,Kutuk Chhari Union Total,1420,2.9,7.9,19.6,27.2,18.1,12.6,5.6,6.1,4.5,00111
84,87.0,67.0,XXX,XX,XX,Magban Union Total,1475,1.4,4.9,16.3,22.9,23.1,16.0,9.2,6.3,4.8,00111
84,87.0,81.0,XXX,XX,XX,Sapchhari Union Total,1361,1.8,7.7,20.6,28.8,20.6,9.8,6.2,4.5,4.4,00111
30,XX.0,XX.0,XXX,XX,XX,Feni Zila Total,275461,2.0,6.7,14.4,21.4,20.4,14.1,8.2,12.9,5.1,00111
30,14.0,XX.0,XXX,XX,XX,Chhagalnaiya Upazila Total,36535,1.8,6.9,15.2,21.9,20.7,13.7,7.9,11.9,5.0,00111
30,14.0,1.0,XXX,XX,XX,Ward No-01 Total,293,2.4,7.2,20.8,18.4,16.7,14.0,6.5,14.0,5.0,00111
30,14.0,2.0,XXX,XX,XX,Ward No-02 Total,549,0.7,7.3,14.0,18.4,19.1,14.9,9.5,16.0,5.4,00111
30,14.0,3.0,XXX,XX,XX,Ward No-03 Total,658,0.2,5.3,10.0,19.8,20.5,16.4,9.1,18.7,5.6,00111
30,14.0,4.0,XXX,XX,XX,Ward No-04 Total,773,0.4,8.5,25.4,26.6,23.7,9.1,5.2,1.2,4.2,00111
30,14.0,5.0,XXX,XX,XX,Ward No-05 Total,2167,1.8,7.0,18.3,24.9,21.2,11.8,6.1,9.0,4.8,00111
30,14.0,6.0,XXX,XX,XX,Ward No-06 Total,1219,1.5,5.7,14.8,22.4,18.4,16.2,7.5,13.6,5.2,00111
30,14.0,7.0,XXX,XX,XX,Ward No-07 Total,804,1.9,7.5,14.8,21.3,20.9,13.7,9.5,10.6,5.0,00111
30,14.0,8.0,XXX,XX,XX,Ward No-08 Total,1528,1.7,6.9,15.4,23.5,18.9,14.1,8.6,10.9,5.0,00111
30,14.0,9.0,XXX,XX,XX,Ward No-09 Total,828,0.7,6.2,13.0,21.9,22.5,14.7,7.4,13.6,5.2,00111
30,14.0,47.0,XXX,XX,XX,Gopal Union Total,5127,1.9,6.8,14.5,22.4,20.9,14.2,8.0,11.3,5.0,00111
30,14.0,57.0,XXX,XX,XX,Mohamaya Union Total,4949,1.0,4.8,12.1,20.0,21.7,16.3,9.5,14.6,5.4,00111
30,14.0,76.0,XXX,XX,XX,Pathannagar Union Total,6855,2.2,7.5,15.6,21.3,20.0,13.3,7.7,12.4,5.0,00111
30,14.0,85.0,XXX,XX,XX,Radhanagar Union Total,5055,2.1,6.8,15.9,21.5,21.1,12.6,7.7,12.2,5.0,00111
30,14.0,95.0,XXX,XX,XX,Subhapur Union Total,5730,2.1,8.6,15.4,22.7,20.6,12.7,7.5,10.5,4.9,00111
30,25.0,XX.0,XXX,XX,XX,Daganbhuiyan Upazila Total,48620,2.2,6.7,14.2,20.6,20.2,14.4,8.3,13.4,5.2,00111
30,25.0,1.0,XXX,XX,XX,Ward No-01 Total,455,2.0,2.9,13.0,21.5,22.4,16.5,8.1,13.6,5.4,00111
30,25.0,2.0,XXX,XX,XX,Ward No-02 Total,723,0.8,3.7,15.9,24.2,22.3,12.6,7.9,12.6,5.2,00111
30,25.0,3.0,XXX,XX,XX,Ward No-03 Total,1113,4.5,8.0,14.6,21.3,21.2,11.5,7.0,11.9,4.9,00111
30,25.0,4.0,XXX,XX,XX,Ward No-04 Total,702,1.7,4.8,13.4,20.2,20.4,14.0,10.1,15.4,5.5,00111
30,25.0,5.0,XXX,XX,XX,Ward No-05 Total,136,0.7,5.1,19.1,19.9,21.3,19.1,5.9,8.8,4.9,00111
30,25.0,6.0,XXX,XX,XX,Ward No-06 Total,477,2.1,5.5,11.3,18.7,22.6,13.8,8.0,18.0,5.7,00111
30,25.0,7.0,XXX,XX,XX,Ward No-07 Total,447,2.7,9.8,19.2,21.7,16.3,13.2,5.8,11.2,4.9,00111
30,25.0,8.0,XXX,XX,XX,Ward No-08 Total,621,3.2,5.8,16.1,19.6,18.7,13.7,9.8,13.0,5.1,00111
30,25.0,9.0,XXX,XX,XX,Ward No-09 Total,1344,1.8,6.9,17.6,24.5,18.2,14.0,6.3,10.8,4.9,00111
